# 노부나가의 야망 (GBA) 한글패치 — 번역 대조표

자동 독음 변환 4391건 / 번역 1035건 + 시퀀스 187그룹

## 1. 자동 독음 변환 (인명·지명·성 등)
一万田	일만전
六角家臣。三雲家は甲賀郡三雲を本拠とした古くからの土豪で、代々六角家に仕えた譜代の臣。野洲川合戦で柴田勝家と戦い、戦死した。	→	육각 가신. 삼운 가문은 갑하군 삼운을 본거로 삼은 오래된 토호로, 대대로 육각 가문을 섬긴 보대의 신하였다. 야주천 합전에서 시전승가와 싸우다 전사했다.
六角家臣。兄・賢持の死後、家督を継いだ。「六角氏式目」には父・定持とともに署名している。主家滅亡後は浪人生活を経て、織田信雄・蒲生氏郷に仕えた。	→	육각 가신. 형 현지의 사후 가독을 이었다. 「육각씨식목」에는 부친 정지와 함께 서명하고 있다. 주가 멸망 후에는 낭인 생활을 거쳐, 직전신웅과 포생씨향을 섬겼다.
六角家臣。進藤家とともに「六角家の両藤」と称された。主君・義賢親子上洛の際は警護役を務めた。いわゆる「観音寺騒動」において主君・義治に殺された。	→	육각 가신. 진등가와 함께 「육각가의 양등」이라 불렸다. 주군 의현 부자의 상락 때 경호역을 맡았다. 이른바 「관음사 소동」에서 주군 의치에게 살해당했다.
六角義賢の嫡男。重臣の後藤家を討ったため、家臣の信頼を失う。信長の上洛軍に敗北し、武田家の元へ逃れた。武田家滅亡後は、豊臣秀吉の弓師範となった。	→	육각의현의 적남이다。중신인 후등가를 토벌했기 때문에、가신들의 신뢰를 잃었다。신장의 상락군에 패배하여 무전가에게로 도망쳤다。무전가 멸망 이후에는、풍신수길의 궁술 사범이 되었다。
兵が一人もおりません	→	병사가 한 명도 없습니다
兵を集めろ	→	병사를 모아라
内政を怠った報いです	→	내정을 소홀히 한 대가입니다
内通者の%s%sが寝返りました	→	내통자인 %s%s이(가) 배반했습니다
冬康の子。父の死後家督を継ぎ、淡路水軍を統率する。はじめ石山本願寺と結ぶが、のち織田信長の畿内平定軍に降る。木津川口合戦で毛利水軍と戦った。	→	동강의 아들. 아버지가 죽은 뒤 가독을 이어 담로 수군을 통솔했다. 처음에는 석산본원사와 결탁했으나, 훗날 직전신장의 기내 평정군에 항복했다. 목진천구 합전에서 모리 수군과 싸웠다.
出陣する場所があり	→	출진할 장소가
出陣する武将がおり	→	출진할 무장이
出陣中です	→	출진 중입니다
出雲の戦国大名。月山富田城主。中国８カ国の守護を務めた。毛利元就の謀略により一門の新宮党を滅ぼし、勢力の弱体化を招く。毛利軍と交戦中に急死した。	→	출운의 전국다이묘이다。월산부전성주다。중국 ８개국의 수호를 지냈다。모리원취의 모략으로 일문인 신궁당을 멸망시켜 세력 약체화를 초래했다。모리군과 교전 중 급사했다。
出雲の戦国大名。月山富田城主。晴久の嫡男。居城に籠城して毛利元就の出雲遠征軍と戦うが、筆頭家老・宇山久兼を殺すなど、元就の離間策の前に敗れた。	→	출운의 전국다이묘이다。월산부전성주다。청구의 적남이다。거성에서 농성하며 모리원취의 출운원정군과 싸웠으나、필두가로인 우산구겸을 죽이는 등、원취의 이간책 앞에 패했다。
初め丹羽長秀に仕えたが、主家没落後は豊臣秀吉に仕える。九州征伐などに従軍し、後に越前丸岡四万六千石を領した。関ヶ原合戦で西軍に属し、戦後没落。	→	처음에는 단우장수를 섬겼으나、주가 몰락 후에는 풍신수길을 섬겼다。구주정벌 등에 종군하고、훗날 월전 환강 사만육천석을 영유했다。관원합전에서 서군에 속했다가、전후 몰락。
別名を小次郎。武者修行の末、燕返しの剣法を創案する。増田長盛に仕えようとしたが豊臣秀吉に許されなかった。巌流島で宮本武蔵と試合をし、敗死する。	→	별명은 소차랑. 무사수행 끝에 제비 되돌리기 검법을 창안했다. 증전장성을 섬기려 했으나 풍신수길에게 허락받지 못했다. 암류도에서 궁본무장과 시합을 벌여 패사했다.
利家の嫡男。家督を相続後、謀叛の兆しありとの噂が流れたが、母・芳春院を人質に出して討伐を免れる。関ヶ原合戦で東軍に属し、加賀１００万石を領した。	→	이가의 적남. 가독을 상속한 후 모반의 조짐이 있다는 소문이 돌았으나, 모친 방춘원을 인질로 보내 토벌을 면했다. 관원 합전에서 동군에 속해 가하 １００만 석을 영유했다.
則房の子。阿波住吉一万石を領す。関ヶ原合戦では西軍に属し近江佐和山城に篭城。落城直前に脱出したが、戦後京都で自害し、ここに赤松家は断絶した。	→	칙방의 아들. 아파 주길 1만 석을 영유했다. 관원합전에서는 서군에 속해 근강 좌화산성에서 농성했다. 낙성 직전에 탈출했으나, 전후 경에서 자결하여 이로써 적송가는 단절되었다.
剣術家。後に小野忠明と称す。はじめ里見家に仕えたが、剣術修業のために諸国を遍歴し、のちに一刀流の開祖・伊東一刀斎に師事、小野一刀流を創始した。	→	검술가. 후에 소야충명이라 칭했다. 처음에는 이견가를 섬겼으나, 검술 수업을 위해 제국을 편력하고, 이후 일도류의 개조 이동일도재에게 사사하여 소야일도류를 창시했다.
加賀の本願寺の代官。一向宗門徒の要請により富田長繁を討つが、翌年、織田信長の討伐軍に降る。のち法主・顕如の命によって松任城主・鏑木頼信を討った。	→	가하 본원사의 대관. 일향종 문도의 요청으로 부전장번을 토벌했으나, 이듬해 직전신장의 토벌군에 항복했다. 이후 법주 현여의 명으로 송임성주 적목뢰신을 토벌했다.
効果はあり	→	효과 있음
勝利条件	→	승리 조건
勝敗は長期戦にもつれこみました	→	승패는 장기전으로 접어들었습니다
勧告は総大将にお任せください	→	권고는 총대장님께 맡겨 주시옵소서
北条	→	북조
北条家臣。伊豆衆の筆頭武将。評定衆として清水康英と共に裁判実行の許可を行った。五家老の１人という説もある。	→	북조 가신. 이두중의 필두 무장. 평정중으로서 청수강영과 함께 재판 실행의 허가를 맡았다. 오가로 중 한 사람이라는 설도 있다.
北条家臣。江戸衆筆頭。連歌師・宗牧を居城・江戸城に招き、連歌会を催した。第二次国府台合戦の際には先鋒を務めて里見軍と激戦を繰り広げ、戦死した。	→	북조 가신. 강호중 필두. 연가사 종목을 거성인 강호성에 초청하여 연가회를 열었다. 제２차 국부대합전 당시에는 선봉을 맡아 이견군과 격전을 벌이다 전사했다.
北条家臣。河越城主。行政に手腕を発揮し、河越城下の繁栄に貢献した。豊臣秀吉の小田原征伐軍に降伏し、道案内を務めたため、秀吉の命で自害させられた。	→	북조 가신. 하월성주. 행정에 수완을 발휘하여 하월 성하의 번영에 공헌했다. 풍신수길의 소전원 정벌군에 항복하고 길안내를 맡았기 때문에, 수길의 명으로 자결하게 되었다.
北条家臣。父・綱景が国府台の合戦で戦死したのち、家督を継いで江戸城の城代となった。主君・氏政から「政」の字を拝領している。	→	북조 가신. 부친 강경이 국부대 합전에서 전사한 뒤, 가독을 이어받아 강호성의 성대가 되었다. 주군 씨정으로부터 「정」 자를 배령받았다.
北条家臣。福島正成の子。父の死後、北条氏綱を頼り、氏綱の娘を娶って一門となる。河越合戦などで活躍し、その旗印より「地黄八幡」と呼ばれ畏怖された。	→	북조 가신. 복도정성의 아들. 아버지의 사후 북조씨강을 의지하여 씨강의 딸을 아내로 맞아 일문이 되었다. 하월 합전 등에서 활약하여 그 깃발로 인해 '지황팔번'이라 불리며 두려움을 샀다.
北条家臣。筆頭家老を務める。豊臣秀吉の小田原征伐の際は小田原城への籠城を主張し採用された。のちに秀吉に寝返ろうとして失敗、戦後、自害させられた。	→	북조 가신. 필두가로를 맡았다. 풍신수길의 소전원 정벌 당시 소전원성 농성을 주장하여 채택되었다. 훗날 수길에게 배신하려다 실패하여, 전후 자결을 강요당했다.
北条家３代当主。武田信玄・上杉謙信らの強豪と戦いながら、関東に一大北条王国を作り上げた。知勇兼備の名将で、戦国期随一の民政家としても知られる。	→	북조가 ３대 당주. 무전신현, 상삼겸신 등 강호들과 싸우면서 관동에 일대 북조왕국을 세웠다. 지용을 겸비한 명장으로, 전국기 제일의 민정가로도 알려져 있다.
北条早雲の三男。北条五代を生き抜き、北条家の長老として君臨した。主君・氏康の娘が吉良家に輿入れする際、「幻庵おほへ書」という心得書を与えた。	→	북조조운의 삼남. 북조 5대에 걸쳐 살아남아 북조가의 장로로 군림했다. 주군 씨강의 딸이 길량가에 시집갈 때 「환암각서」라는 심득서를 주었다.
北条氏康の七男で、北条・上杉同盟成立時に上杉謙信の養子となる。謙信死後、「御館の乱」と呼ばれる後継者争いで、やはり養子であった景勝に敗れ、自害。	→	북조씨강의 칠남으로 북조、 상삼 동맹 성립 시 상삼겸신의 양자가 되었다。 겸신 사후 「어관의 난」이라 불리는 후계자 다툼에서 역시 양자였던 경승에게 패해 자해했다。
北畠	→	북전
北畠家臣。今徳山城主。織田信長の伊勢侵攻の際に活躍し、武名をあげる。具教隠居の際に、信長が具教殺害を命じたのを病気と称して出家した。	→	북전 가신. 금덕산성주. 직전신장의 이세 침공 때 활약하여 무명을 떨쳤다. 구교가 은거할 때 신장이 구교 살해를 명하자 병을 핑계로 출가했다.
北畠家臣。石見守を称す。「文武を得、知略深し」と評された。織田信雄が北畠家一族を謀殺した後、北畠具親とともに旧臣を糾合して挙兵するが、戦死した。	→	북전 가신. 석견수를 칭했다. 「문무를 겸비하고 지략이 깊다」고 평가받았다. 직전신웅이 북전가 일족을 모살한 후, 북전구친과 함께 구신을 규합해 거병했으나 전사했다.
北畠昌教の叔父。多芸城や霧山城などの城主を務めた。織田信長の伊勢侵攻の際に、防戦したがついに落城。霧山城は廃城となり、政成も自害した。	→	북전창교의 숙부. 다예성과 무산성 등의 성주를 지냈다. 직전신장의 이세 침공 때 방전했으나 끝내 성이 함락되었다. 무산성은 폐성되었고, 정성도 자결했다.
